Code du departement;Libelle du departement;Code de la circonscription;Libelle de la circonscription;Inscrits;Abstentions;Votants;Blancs et nuls;Exprimes;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix
65;HAUTES PYRENEES;2;2eme circonscription;60795;32593;28202;1353;26849;LXG;Liste Extreme gauche;KRIVINE;786;LXG;Liste Extreme gauche;CHEVALIER;260;LPC;Liste du Parti communiste;POLO;1827;LPS;Liste du Parti socialiste;ARIF;8400;LVE;Liste des Verts;ONESTA;1835;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;162;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1008;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;LANGHI;60;LDV;Liste Divers;ROY;226;LDV;Liste Divers;SORDES;2;LDV;Liste Divers;MANSOURI;1;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;SALADIN;68;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;GARRIGUES;424;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4674;LUDF;Liste Union pour la democratie francaise;CAVADA;4029;LDD;Liste Divers droite;LECONTE;1056;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;402;LFN;Liste Front National;MARTINEZ;1552;LXD;Liste Extreme droite;SOUVILLE;77;;;;;;;;
65;HAUTES PYRENEES;3;3eme circonscription;50993;28115;22878;966;21912;LXG;Liste Extreme gauche;KRIVINE;687;LXG;Liste Extreme gauche;CHEVALIER;192;LPC;Liste du Parti communiste;POLO;2533;LPS;Liste du Parti socialiste;ARIF;7553;LVE;Liste des Verts;ONESTA;1418;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;107;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;831;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;GARRIGUES;315;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;SALADIN;40;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;5;LDV;Liste Divers;ROY;163;LDV;Liste Divers;LANGHI;30;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;2598;LUDF;Liste Union pour la democratie francaise;CAVADA;2767;LDD;Liste Divers droite;LECONTE;890;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;292;LFN;Liste Front National;MARTINEZ;1426;LXD;Liste Extreme droite;SOUVILLE;65;;;;;;;;
66;PYRENEES ORIENTALES;1;1ere circonscription;61191;37094;24097;830;23267;LXG;Liste Extreme gauche;KRIVINE;619;LXG;Liste Extreme gauche;CHEVALIER;176;LPC;Liste du Parti communiste;POLO;1589;LPS;Liste du Parti socialiste;ARIF;6360;LVE;Liste des Verts;ONESTA;1507;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;104;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;393;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;GARRIGUES;370;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;21;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;LANGHI;27;LDV;Liste Divers;ROY;163;LDV;Liste Divers;MANSOURI;2;LDV;Liste Divers;JOUBERT;19;LDV;Liste Divers;SALADIN;52;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4021;LUDF;Liste Union pour la democratie francaise;CAVADA;2751;LDD;Liste Divers droite;LECONTE;1107;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;687;LFN;Liste Front National;MARTINEZ;3192;LXD;Liste Extreme droite;SOUVILLE;107;;;;;;;;
66;PYRENEES ORIENTALES;2;2eme circonscription;88886;52412;36474;1571;34903;LXG;Liste Extreme gauche;KRIVINE;898;LXG;Liste Extreme gauche;CHEVALIER;294;LPC;Liste du Parti communiste;POLO;2667;LPS;Liste du Parti socialiste;ARIF;9606;LVE;Liste des Verts;ONESTA;2173;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;225;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1073;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;MANSOURI;4;LDV;Liste Divers;LANGHI;49;LDV;Liste Divers;ROY;295;LDV;Liste Divers;SORDES;3;LDV;Liste Divers;BARITEL;17;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;SALADIN;85;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;40;LDV;Liste Divers;GARRIGUES;582;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5412;LUDF;Liste Union pour la democratie francaise;CAVADA;3671;LDD;Liste Divers droite;LECONTE;1728;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;1009;LFN;Liste Front National;MARTINEZ;4926;LXD;Liste Extreme droite;SOUVILLE;146;;;;;;;;
66;PYRENEES ORIENTALES;3;3eme circonscription;63145;36506;26639;1250;25389;LXG;Liste Extreme gauche;KRIVINE;806;LXG;Liste Extreme gauche;CHEVALIER;198;LPC;Liste du Parti communiste;POLO;2226;LPS;Liste du Parti socialiste;ARIF;6948;LVE;Liste des Verts;ONESTA;2234;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;172;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;819;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;SALADIN;70;LDV;Liste Divers;JOUBERT;30;LDV;Liste Divers;MANSOURI;2;LDV;Liste Divers;LANGHI;30;LDV;Liste Divers;ROY;192;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;10;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;GARRIGUES;472;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;3864;LUDF;Liste Union pour la democratie francaise;CAVADA;2759;LDD;Liste Divers droite;LECONTE;1267;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;680;LFN;Liste Front National;MARTINEZ;2530;LXD;Liste Extreme droite;SOUVILLE;80;;;;;;;;
66;PYRENEES ORIENTALES;4;4eme circonscription;82942;46885;36057;1651;34406;LXG;Liste Extreme gauche;KRIVINE;933;LXG;Liste Extreme gauche;CHEVALIER;282;LPC;Liste du Parti communiste;POLO;2806;LPS;Liste du Parti socialiste;ARIF;10383;LVE;Liste des Verts;ONESTA;2572;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;307;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1033;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;LANGHI;48;LDV;Liste Divers;ROY;279;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;SALADIN;105;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;65;LDV;Liste Divers;MANSOURI;4;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;GARRIGUES;657;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4643;LUDF;Liste Union pour la democratie francaise;CAVADA;3522;LDD;Liste Divers droite;LECONTE;1749;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;975;LFN;Liste Front National;MARTINEZ;3932;LXD;Liste Extreme droite;SOUVILLE;111;;;;;;;;
67;BAS RHIN;1;1ere circonscription;49423;26994;22429;248;22181;LXG;Liste Extreme gauche;NIMSGERN;411;LXG;Liste Extreme gauche;HOFFMANN;84;LPC;Liste du Parti communiste;POURRE;404;LPS;Liste du Parti socialiste;MOSCOVICI;6819;LVE;Liste des Verts;ISLER-BEGUIN;2946;LEC;Liste ecologiste;WAECHTER;609;LDV;Liste Divers;PICO;10;LDV;Liste Divers;ALLENBACH;4;LDV;Liste Divers;ROHER ;101;LDV;Liste Divers;ETIENNE;13;LDV;Liste Divers;LAMBEAUX;2;LDV;Liste Divers;SCHMITT;67;LDV;Liste Divers;MARCINEK;111;LDV;Liste Divers;MERCK;256;LUMP;Liste Union pour un Mouvement Populaire;DAUL;4508;LUDF;Liste Union pour la democratie francaise;GRIESBECK;3373;LDD;Liste Divers droite;MILLET;759;LDD;Liste Divers droite;MONZANI;203;LFN;Liste Front National;GOLLNISCH;1425;LXD;Liste Extreme droite;MEGRET;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;2;2eme circonscription;48237;28311;19926;259;19667;LXG;Liste Extreme gauche;NIMSGERN;355;LXG;Liste Extreme gauche;HOFFMANN;117;LPC;Liste du Parti communiste;POURRE;357;LPS;Liste du Parti socialiste;MOSCOVICI;6213;LVE;Liste des Verts;ISLER-BEGUIN;2324;LEC;Liste ecologiste;WAECHTER;615;LDV;Liste Divers;PICO;1;LDV;Liste Divers;MARCINEK;147;LDV;Liste Divers;SCHMITT;49;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;ETIENNE;27;LDV;Liste Divers;ROHER ;105;LDV;Liste Divers;ALLENBACH;4;LDV;Liste Divers;MERCK;298;LUMP;Liste Union pour un Mouvement Populaire;DAUL;3373;LUDF;Liste Union pour la democratie francaise;GRIESBECK;2896;LDD;Liste Divers droite;MILLET;693;LDD;Liste Divers droite;MONZANI;221;LFN;Liste Front National;GOLLNISCH;1769;LXD;Liste Extreme droite;MEGRET;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;3;3eme circonscription;61551;38029;23522;409;23113;LXG;Liste Extreme gauche;NIMSGERN;443;LXG;Liste Extreme gauche;HOFFMANN;129;LPC;Liste du Parti communiste;POURRE;331;LPS;Liste du Parti socialiste;MOSCOVICI;6909;LVE;Liste des Verts;ISLER-BEGUIN;2248;LEC;Liste ecologiste;WAECHTER;757;LDV;Liste Divers;PICO;1;LDV;Liste Divers;MERCK;346;LDV;Liste Divers;ALLENBACH;3;LDV;Liste Divers;ROHER ;147;LDV;Liste Divers;ETIENNE;28;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;74;LDV;Liste Divers;MARCINEK;182;LUMP;Liste Union pour un Mouvement Populaire;DAUL;4675;LUDF;Liste Union pour la democratie francaise;GRIESBECK;3107;LDD;Liste Divers droite;MILLET;832;LDD;Liste Divers droite;MONZANI;351;LFN;Liste Front National;GOLLNISCH;2420;LXD;Liste Extreme droite;MEGRET;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;4;4eme circonscription;109477;66372;43105;878;42227;LXG;Liste Extreme gauche;NIMSGERN;606;LXG;Liste Extreme gauche;HOFFMANN;182;LPC;Liste du Parti communiste;POURRE;374;LPS;Liste du Parti socialiste;MOSCOVICI;9202;LVE;Liste des Verts;ISLER-BEGUIN;3808;LEC;Liste ecologiste;WAECHTER;1665;LDV;Liste Divers;PICO;6;LDV;Liste Divers;MERCK;705;LDV;Liste Divers;ALLENBACH;10;LDV;Liste Divers;ROHER ;335;LDV;Liste Divers;ETIENNE;57;LDV;Liste Divers;LAMBEAUX;1;LDV;Liste Divers;SCHMITT;100;LDV;Liste Divers;MARCINEK;559;LUMP;Liste Union pour un Mouvement Populaire;DAUL;11472;LUDF;Liste Union pour la democratie francaise;GRIESBECK;6323;LDD;Liste Divers droite;MILLET;1583;LDD;Liste Divers droite;MONZANI;641;LFN;Liste Front National;GOLLNISCH;4436;LXD;Liste Extreme droite;MEGRET;162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;5;5eme circonscription;94820;57638;37182;1381;35801;LXG;Liste Extreme gauche;NIMSGERN;631;LXG;Liste Extreme gauche;HOFFMANN;269;LPC;Liste du Parti communiste;POURRE;305;LPS;Liste du Parti socialiste;MOSCOVICI;6394;LVE;Liste des Verts;ISLER-BEGUIN;2595;LEC;Liste ecologiste;WAECHTER;1811;LDV;Liste Divers;PICO;5;LDV;Liste Divers;MERCK;811;LDV;Liste Divers;ALLENBACH;9;LDV;Liste Divers;ROHER ;335;LDV;Liste Divers;ETIENNE;70;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;159;LDV;Liste Divers;MARCINEK;731;LUMP;Liste Union pour un Mouvement Populaire;DAUL;8385;LUDF;Liste Union pour la democratie francaise;GRIESBECK;5654;LDD;Liste Divers droite;MILLET;1648;LDD;Liste Divers droite;MONZANI;771;LFN;Liste Front National;GOLLNISCH;4926;LXD;Liste Extreme droite;MEGRET;292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;6;6eme circonscription;77707;47696;30011;1087;28924;LXG;Liste Extreme gauche;NIMSGERN;527;LXG;Liste Extreme gauche;HOFFMANN;201;LPC;Liste du Parti communiste;POURRE;289;LPS;Liste du Parti socialiste;MOSCOVICI;5487;LVE;Liste des Verts;ISLER-BEGUIN;2380;LEC;Liste ecologiste;WAECHTER;1414;LDV;Liste Divers;PICO;4;LDV;Liste Divers;MERCK;669;LDV;Liste Divers;ALLENBACH;3;LDV;Liste Divers;ROHER ;234;LDV;Liste Divers;ETIENNE;55;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;104;LDV;Liste Divers;MARCINEK;611;LUMP;Liste Union pour un Mouvement Populaire;DAUL;6454;LUDF;Liste Union pour la democratie francaise;GRIESBECK;4406;LDD;Liste Divers droite;MILLET;1324;LDD;Liste Divers droite;MONZANI;599;LFN;Liste Front National;GOLLNISCH;3951;LXD;Liste Extreme droite;MEGRET;212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;7;7eme circonscription;80365;49774;30591;1261;29330;LXG;Liste Extreme gauche;NIMSGERN;511;LXG;Liste Extreme gauche;HOFFMANN;250;LPC;Liste du Parti communiste;POURRE;221;LPS;Liste du Parti socialiste;MOSCOVICI;4656;LVE;Liste des Verts;ISLER-BEGUIN;2115;LEC;Liste ecologiste;WAECHTER;1483;LDV;Liste Divers;PICO;3;LDV;Liste Divers;MERCK;617;LDV;Liste Divers;ALLENBACH;0;LDV;Liste Divers;ROHER ;381;LDV;Liste Divers;ETIENNE;75;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;93;LDV;Liste Divers;MARCINEK;770;LUMP;Liste Union pour un Mouvement Populaire;DAUL;7080;LUDF;Liste Union pour la democratie francaise;GRIESBECK;4656;LDD;Liste Divers droite;MILLET;1225;LDD;Liste Divers droite;MONZANI;590;LFN;Liste Front National;GOLLNISCH;4350;LXD;Liste Extreme droite;MEGRET;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;8;8eme circonscription;69032;43930;25102;1247;23855;LXG;Liste Extreme gauche;NIMSGERN;403;LXG;Liste Extreme gauche;HOFFMANN;193;LPC;Liste du Parti communiste;POURRE;126;LPS;Liste du Parti socialiste;MOSCOVICI;3834;LVE;Liste des Verts;ISLER-BEGUIN;1555;LEC;Liste ecologiste;WAECHTER;1145;LDV;Liste Divers;PICO;3;LDV;Liste Divers;MERCK;622;LDV;Liste Divers;ALLENBACH;6;LDV;Liste Divers;ROHER ;276;LDV;Liste Divers;ETIENNE;49;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;69;LDV;Liste Divers;MARCINEK;529;LUMP;Liste Union pour un Mouvement Populaire;DAUL;5541;LUDF;Liste Union pour la democratie francaise;GRIESBECK;3924;LDD;Liste Divers droite;MILLET;1000;LDD;Liste Divers droite;MONZANI;538;LFN;Liste Front National;GOLLNISCH;3806;LXD;Liste Extreme droite;MEGRET;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;BAS RHIN;9;9eme circonscription;99509;62229;37280;1264;36016;LXG;Liste Extreme gauche;NIMSGERN;658;LXG;Liste Extreme gauche;HOFFMANN;280;LPC;Liste du Parti communiste;POURRE;274;LPS;Liste du Parti socialiste;MOSCOVICI;6486;LVE;Liste des Verts;ISLER-BEGUIN;2402;LEC;Liste ecologiste;WAECHTER;1555;LDV;Liste Divers;PICO;8;LDV;Liste Divers;MERCK;824;LDV;Liste Divers;ALLENBACH;2;LDV;Liste Divers;ROHER ;436;LDV;Liste Divers;ETIENNE;55;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;98;LDV;Liste Divers;MARCINEK;662;LUMP;Liste Union pour un Mouvement Populaire;DAUL;8727;LUDF;Liste Union pour la democratie francaise;GRIESBECK;5381;LDD;Liste Divers droite;MILLET;1388;LDD;Liste Divers droite;MONZANI;771;LFN;Liste Front National;GOLLNISCH;5761;LXD;Liste Extreme droite;MEGRET;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;1;1ere circonscription;69850;42292;27558;938;26620;LXG;Liste Extreme gauche;NIMSGERN;497;LXG;Liste Extreme gauche;HOFFMANN;225;LPC;Liste du Parti communiste;POURRE;264;LPS;Liste du Parti socialiste;MOSCOVICI;5375;LVE;Liste des Verts;ISLER-BEGUIN;2323;LEC;Liste ecologiste;WAECHTER;1417;LDV;Liste Divers;PICO;31;LDV;Liste Divers;MERCK;625;LDV;Liste Divers;ALLENBACH;2;LDV;Liste Divers;ROHER ;287;LDV;Liste Divers;ETIENNE;54;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;90;LDV;Liste Divers;MARCINEK;464;LUMP;Liste Union pour un Mouvement Populaire;DAUL;5131;LUDF;Liste Union pour la democratie francaise;GRIESBECK;4015;LDD;Liste Divers droite;MILLET;1330;LDD;Liste Divers droite;MONZANI;620;LFN;Liste Front National;GOLLNISCH;3651;LXD;Liste Extreme droite;MEGRET;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;2;2eme circonscription;72698;43175;29523;1070;28453;LXG;Liste Extreme gauche;NIMSGERN;525;LXG;Liste Extreme gauche;HOFFMANN;179;LPC;Liste du Parti communiste;POURRE;320;LPS;Liste du Parti socialiste;MOSCOVICI;4842;LVE;Liste des Verts;ISLER-BEGUIN;2572;LEC;Liste ecologiste;WAECHTER;1719;LDV;Liste Divers;PICO;4;LDV;Liste Divers;MERCK;599;LDV;Liste Divers;ALLENBACH;3;LDV;Liste Divers;ROHER ;338;LDV;Liste Divers;ETIENNE;49;LDV;Liste Divers;LAMBEAUX;1;LDV;Liste Divers;SCHMITT;124;LDV;Liste Divers;MARCINEK;633;LUMP;Liste Union pour un Mouvement Populaire;DAUL;5958;LUDF;Liste Union pour la democratie francaise;GRIESBECK;4477;LDD;Liste Divers droite;MILLET;1623;LDD;Liste Divers droite;MONZANI;718;LFN;Liste Front National;GOLLNISCH;3596;LXD;Liste Extreme droite;MEGRET;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;3;3eme circonscription;80146;48711;31435;1312;30123;LXG;Liste Extreme gauche;NIMSGERN;595;LXG;Liste Extreme gauche;HOFFMANN;211;LPC;Liste du Parti communiste;POURRE;308;LPS;Liste du Parti socialiste;MOSCOVICI;5451;LVE;Liste des Verts;ISLER-BEGUIN;2408;LEC;Liste ecologiste;WAECHTER;2463;LDV;Liste Divers;PICO;10;LDV;Liste Divers;MERCK;657;LDV;Liste Divers;ALLENBACH;10;LDV;Liste Divers;ROHER ;311;LDV;Liste Divers;ETIENNE;49;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;100;LDV;Liste Divers;MARCINEK;523;LUMP;Liste Union pour un Mouvement Populaire;DAUL;5907;LUDF;Liste Union pour la democratie francaise;GRIESBECK;4008;LDD;Liste Divers droite;MILLET;1578;LDD;Liste Divers droite;MONZANI;852;LFN;Liste Front National;GOLLNISCH;4467;LXD;Liste Extreme droite;MEGRET;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;4;4eme circonscription;70056;44477;25579;875;24704;LXG;Liste Extreme gauche;NIMSGERN;352;LXG;Liste Extreme gauche;HOFFMANN;161;LPC;Liste du Parti communiste;POURRE;240;LPS;Liste du Parti socialiste;MOSCOVICI;4789;LVE;Liste des Verts;ISLER-BEGUIN;1953;LEC;Liste ecologiste;WAECHTER;1727;LDV;Liste Divers;PICO;5;LDV;Liste Divers;MERCK;442;LDV;Liste Divers;ALLENBACH;25;LDV;Liste Divers;ROHER ;280;LDV;Liste Divers;ETIENNE;38;LDV;Liste Divers;LAMBEAUX;2;LDV;Liste Divers;SCHMITT;77;LDV;Liste Divers;MARCINEK;395;LUMP;Liste Union pour un Mouvement Populaire;DAUL;4885;LUDF;Liste Union pour la democratie francaise;GRIESBECK;4170;LDD;Liste Divers droite;MILLET;1299;LDD;Liste Divers droite;MONZANI;600;LFN;Liste Front National;GOLLNISCH;3051;LXD;Liste Extreme droite;MEGRET;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;5;5eme circonscription;52060;32240;19820;462;19358;LXG;Liste Extreme gauche;NIMSGERN;381;LXG;Liste Extreme gauche;HOFFMANN;107;LPC;Liste du Parti communiste;POURRE;304;LPS;Liste du Parti socialiste;MOSCOVICI;4481;LVE;Liste des Verts;ISLER-BEGUIN;1582;LEC;Liste ecologiste;WAECHTER;1088;LDV;Liste Divers;PICO;5;LDV;Liste Divers;MERCK;337;LDV;Liste Divers;ALLENBACH;3;LDV;Liste Divers;ROHER ;163;LDV;Liste Divers;ETIENNE;27;LDV;Liste Divers;LAMBEAUX;2;LDV;Liste Divers;SCHMITT;40;LDV;Liste Divers;MARCINEK;205;LUMP;Liste Union pour un Mouvement Populaire;DAUL;3731;LUDF;Liste Union pour la democratie francaise;GRIESBECK;2755;LDD;Liste Divers droite;MILLET;916;LDD;Liste Divers droite;MONZANI;357;LFN;Liste Front National;GOLLNISCH;2703;LXD;Liste Extreme droite;MEGRET;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;6;6eme circonscription;72582;46596;25986;759;25227;LXG;Liste Extreme gauche;NIMSGERN;538;LXG;Liste Extreme gauche;HOFFMANN;160;LPC;Liste du Parti communiste;POURRE;490;LPS;Liste du Parti socialiste;MOSCOVICI;6346;LVE;Liste des Verts;ISLER-BEGUIN;1745;LEC;Liste ecologiste;WAECHTER;1387;LDV;Liste Divers;PICO;7;LDV;Liste Divers;MERCK;497;LDV;Liste Divers;ALLENBACH;8;LDV;Liste Divers;ROHER ;243;LDV;Liste Divers;ETIENNE;46;LDV;Liste Divers;LAMBEAUX;4;LDV;Liste Divers;SCHMITT;59;LDV;Liste Divers;MARCINEK;371;LUMP;Liste Union pour un Mouvement Populaire;DAUL;3756;LUDF;Liste Union pour la democratie francaise;GRIESBECK;3506;LDD;Liste Divers droite;MILLET;1018;LDD;Liste Divers droite;MONZANI;538;LFN;Liste Front National;GOLLNISCH;4266;LXD;Liste Extreme droite;MEGRET;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;HAUT RHIN;7;7eme circonscription;73410;45096;28314;1084;27230;LXG;Liste Extreme gauche;NIMSGERN;616;LXG;Liste Extreme gauche;HOFFMANN;227;LPC;Liste du Parti communiste;POURRE;441;LPS;Liste du Parti socialiste;MOSCOVICI;6743;LVE;Liste des Verts;ISLER-BEGUIN;2217;LEC;Liste ecologiste;WAECHTER;1555;LDV;Liste Divers;PICO;12;LDV;Liste Divers;MERCK;516;LDV;Liste Divers;ALLENBACH;9;LDV;Liste Divers;ROHER ;282;LDV;Liste Divers;ETIENNE;62;LDV;Liste Divers;LAMBEAUX;0;LDV;Liste Divers;SCHMITT;82;LDV;Liste Divers;MARCINEK;528;LUMP;Liste Union pour un Mouvement Populaire;DAUL;4346;LUDF;Liste Union pour la democratie francaise;GRIESBECK;3514;LDD;Liste Divers droite;MILLET;1108;LDD;Liste Divers droite;MONZANI;652;LFN;Liste Front National;GOLLNISCH;4080;LXD;Liste Extreme droite;MEGRET;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;RHONE;1;1ere circonscription;54116;29601;24515;370;24145;LXG;Liste Extreme gauche;VACHETTA;542;LXG;Liste Extreme gauche;MIRGUET;104;LPC;Liste du Parti communiste;GOMEZ;800;LPS;Liste du Parti socialiste;ROCARD;7481;LVE;Liste des Verts;BENNAHMIAS;2572;LRG;Liste regionaliste;ANTHOINE;0;LCP;Liste Chasse-Peche-Nature et Traditions;VIDAL-DAUMAS;86;LDV;Liste Divers;AUDIC;4;LDV;Liste Divers;GOVERNATORI;333;LDV;Liste Divers;FRAYSSE ;0;LDV;Liste Divers;DELAGE;177;LDV;Liste Divers;LAURELLI;28;LDV;Liste Divers;SANMARTIN;0;LDV;Liste Divers;GARINO;1;LDV;Liste Divers;KERDO;39;LUMP;Liste Union pour un Mouvement Populaire;GROSSETETE;4224;LUDF;Liste Union pour la democratie francaise;CORNILLET;3634;LDD;Liste Divers droite;LOUIS;1615;LDD;Liste Divers droite;LALLOUETTE;0;LDD;Liste Divers droite;MARCHIANI;314;LFN;Liste Front National;LE PEN;2120;LXD;Liste Extreme droite;VAUZELLE;71;;;;;;;;;;;;;;;;;;;;;;;;
