Code du departement;Libelle du departement;Code de la circonscription;Libelle de la circonscription;Inscrits;Abstentions;Votants;Blancs et nuls;Exprimes;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix;Nuance Liste;Libelle Abrege Liste;Nom Tete de Liste;Voix
31;HAUTE GARONNE;2;2eme circonscription;102410;54627;47783;1416;46367;LXG;Liste Extreme gauche;KRIVINE;1075;LXG;Liste Extreme gauche;CHEVALIER;330;LPC;Liste du Parti communiste;POLO;2285;LPS;Liste du Parti socialiste;ARIF;15641;LVE;Liste des Verts;ONESTA;4845;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;156;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;616;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;LANGHI;57;LDV;Liste Divers;ROY;300;LDV;Liste Divers;SORDES;2;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;SALADIN;98;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;GARRIGUES;617;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;7067;LUDF;Liste Union pour la democratie francaise;CAVADA;6724;LDD;Liste Divers droite;LECONTE;1996;LDD;Liste Divers droite;SCHEIWILLER;3;LDD;Liste Divers droite;ABITBOL;813;LFN;Liste Front National;MARTINEZ;3618;LXD;Liste Extreme droite;SOUVILLE;124;;;;;;;;
31;HAUTE GARONNE;3;3eme circonscription;80642;40454;40188;1003;39185;LXG;Liste Extreme gauche;KRIVINE;944;LXG;Liste Extreme gauche;CHEVALIER;243;LPC;Liste du Parti communiste;POLO;1870;LPS;Liste du Parti socialiste;ARIF;13597;LVE;Liste des Verts;ONESTA;5018;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;104;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;477;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;GARRIGUES;451;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;SALADIN;75;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;4;LDV;Liste Divers;ROY;211;LDV;Liste Divers;LANGHI;26;LDV;Liste Divers;SORDES;1;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5819;LUDF;Liste Union pour la democratie francaise;CAVADA;5869;LDD;Liste Divers droite;LECONTE;1440;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;566;LFN;Liste Front National;MARTINEZ;2390;LXD;Liste Extreme droite;SOUVILLE;80;;;;;;;;
31;HAUTE GARONNE;4;4eme circonscription;51139;28595;22544;470;22074;LXG;Liste Extreme gauche;KRIVINE;594;LXG;Liste Extreme gauche;CHEVALIER;109;LPC;Liste du Parti communiste;POLO;1133;LPS;Liste du Parti socialiste;ARIF;7072;LVE;Liste des Verts;ONESTA;3259;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;35;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;125;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;GARRIGUES;225;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;SORDES;4;LDV;Liste Divers;LANGHI;21;LDV;Liste Divers;ROY;113;LDV;Liste Divers;MANSOURI;2;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;SALADIN;52;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;3776;LUDF;Liste Union pour la democratie francaise;CAVADA;2920;LDD;Liste Divers droite;LECONTE;823;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;292;LFN;Liste Front National;MARTINEZ;1466;LXD;Liste Extreme droite;SOUVILLE;53;;;;;;;;
31;HAUTE GARONNE;5;5eme circonscription;125073;70187;54886;1993;52893;LXG;Liste Extreme gauche;KRIVINE;1494;LXG;Liste Extreme gauche;CHEVALIER;472;LPC;Liste du Parti communiste;POLO;2771;LPS;Liste du Parti socialiste;ARIF;19442;LVE;Liste des Verts;ONESTA;5326;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;184;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1003;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;MANSOURI;6;LDV;Liste Divers;LANGHI;64;LDV;Liste Divers;ROY;451;LDV;Liste Divers;SORDES;18;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;SALADIN;133;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;1;LDV;Liste Divers;GARRIGUES;960;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;6371;LUDF;Liste Union pour la democratie francaise;CAVADA;6463;LDD;Liste Divers droite;LECONTE;1919;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;1113;LFN;Liste Front National;MARTINEZ;4543;LXD;Liste Extreme droite;SOUVILLE;159;;;;;;;;
31;HAUTE GARONNE;6;6eme circonscription;117888;66439;51449;1677;49772;LXG;Liste Extreme gauche;KRIVINE;1448;LXG;Liste Extreme gauche;CHEVALIER;412;LPC;Liste du Parti communiste;POLO;2538;LPS;Liste du Parti socialiste;ARIF;18092;LVE;Liste des Verts;ONESTA;5480;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;172;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;661;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;SALADIN;122;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;8;LDV;Liste Divers;LANGHI;78;LDV;Liste Divers;ROY;368;LDV;Liste Divers;SORDES;10;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;GARRIGUES;820;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;6010;LUDF;Liste Union pour la democratie francaise;CAVADA;6592;LDD;Liste Divers droite;LECONTE;1836;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;951;LFN;Liste Front National;MARTINEZ;4032;LXD;Liste Extreme droite;SOUVILLE;142;;;;;;;;
31;HAUTE GARONNE;7;7eme circonscription;110988;56551;54437;2494;51943;LXG;Liste Extreme gauche;KRIVINE;1394;LXG;Liste Extreme gauche;CHEVALIER;449;LPC;Liste du Parti communiste;POLO;2692;LPS;Liste du Parti socialiste;ARIF;19814;LVE;Liste des Verts;ONESTA;4967;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;226;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1247;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;LANGHI;77;LDV;Liste Divers;ROY;380;LDV;Liste Divers;SORDES;2;LDV;Liste Divers;SALADIN;136;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;GARRIGUES;936;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;6140;LUDF;Liste Union pour la democratie francaise;CAVADA;6093;LDD;Liste Divers droite;LECONTE;1941;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;1051;LFN;Liste Front National;MARTINEZ;4263;LXD;Liste Extreme droite;SOUVILLE;135;;;;;;;;
31;HAUTE GARONNE;8;8eme circonscription;79991;43179;36812;1962;34850;LXG;Liste Extreme gauche;KRIVINE;920;LXG;Liste Extreme gauche;CHEVALIER;285;LPC;Liste du Parti communiste;POLO;1844;LPS;Liste du Parti socialiste;ARIF;13812;LVE;Liste des Verts;ONESTA;2356;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;169;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1219;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;LANGHI;53;LDV;Liste Divers;ROY;278;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;JOUBERT;1;LDV;Liste Divers;SALADIN;92;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;GARRIGUES;584;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4193;LUDF;Liste Union pour la democratie francaise;CAVADA;3932;LDD;Liste Divers droite;LECONTE;1398;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;829;LFN;Liste Front National;MARTINEZ;2804;LXD;Liste Extreme droite;SOUVILLE;81;;;;;;;;
32;GERS;1;1ere circonscription;71150;36481;34669;1744;32925;LXG;Liste Extreme gauche;KRIVINE;773;LXG;Liste Extreme gauche;CHEVALIER;268;LPC;Liste du Parti communiste;POLO;1910;LPS;Liste du Parti socialiste;ARIF;11781;LVE;Liste des Verts;ONESTA;2435;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;157;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1422;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;GARRIGUES;533;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;SALADIN;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;4;LDV;Liste Divers;ROY;240;LDV;Liste Divers;LANGHI;62;LDV;Liste Divers;SORDES;1;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4492;LUDF;Liste Union pour la democratie francaise;CAVADA;4384;LDD;Liste Divers droite;LECONTE;1699;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;679;LFN;Liste Front National;MARTINEZ;1987;LXD;Liste Extreme droite;SOUVILLE;98;;;;;;;;
32;GERS;2;2eme circonscription;66456;34114;32342;1927;30415;LXG;Liste Extreme gauche;KRIVINE;649;LXG;Liste Extreme gauche;CHEVALIER;259;LPC;Liste du Parti communiste;POLO;1445;LPS;Liste du Parti socialiste;ARIF;10065;LVE;Liste des Verts;ONESTA;2074;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;152;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1442;LDV;Liste Divers;BOYER;0;LDV;Liste Divers;GARRIGUES;532;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;LANGHI;64;LDV;Liste Divers;ROY;245;LDV;Liste Divers;MANSOURI;2;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;SALADIN;0;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4564;LUDF;Liste Union pour la democratie francaise;CAVADA;3987;LDD;Liste Divers droite;LECONTE;1776;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;698;LFN;Liste Front National;MARTINEZ;2365;LXD;Liste Extreme droite;SOUVILLE;96;;;;;;;;
33;GIRONDE;1;1ere circonscription;74932;41637;33295;633;32662;LXG;Liste Extreme gauche;KRIVINE;623;LXG;Liste Extreme gauche;CHEVALIER;173;LPC;Liste du Parti communiste;POLO;1263;LPS;Liste du Parti socialiste;ARIF;8980;LVE;Liste des Verts;ONESTA;3028;LRG;Liste regionaliste;LACO;1;LRG;Liste regionaliste;LACOUR;50;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;435;LDV;Liste Divers;BOYER;5;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;LANGHI;39;LDV;Liste Divers;ROY;211;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;CISSE;111;LDV;Liste Divers;SALADIN;33;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;GARRIGUES;394;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;7649;LUDF;Liste Union pour la democratie francaise;CAVADA;5261;LDD;Liste Divers droite;LECONTE;1794;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;417;LFN;Liste Front National;MARTINEZ;2114;LXD;Liste Extreme droite;SOUVILLE;81;;;;;;;;
33;GIRONDE;2;2eme circonscription;53113;28980;24133;380;23753;LXG;Liste Extreme gauche;KRIVINE;565;LXG;Liste Extreme gauche;CHEVALIER;91;LPC;Liste du Parti communiste;POLO;894;LPS;Liste du Parti socialiste;ARIF;6549;LVE;Liste des Verts;ONESTA;3553;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;41;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;167;LDV;Liste Divers;BOYER;9;LDV;Liste Divers;SALADIN;6;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;2;LDV;Liste Divers;LANGHI;13;LDV;Liste Divers;ROY;99;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;2;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;GARRIGUES;253;LDV;Liste Divers;CISSE;38;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5176;LUDF;Liste Union pour la democratie francaise;CAVADA;3614;LDD;Liste Divers droite;LECONTE;1171;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;229;LFN;Liste Front National;MARTINEZ;1244;LXD;Liste Extreme droite;SOUVILLE;37;;;;;;;;
33;GIRONDE;3;3eme circonscription;66151;36440;29711;703;29008;LXG;Liste Extreme gauche;KRIVINE;824;LXG;Liste Extreme gauche;CHEVALIER;243;LPC;Liste du Parti communiste;POLO;2358;LPS;Liste du Parti socialiste;ARIF;9673;LVE;Liste des Verts;ONESTA;3934;LRG;Liste regionaliste;LACO;2;LRG;Liste regionaliste;LACOUR;87;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;451;LDV;Liste Divers;BOYER;1;LDV;Liste Divers;LANGHI;46;LDV;Liste Divers;ROY;199;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;SALADIN;12;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;GARRIGUES;420;LDV;Liste Divers;CISSE;50;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;3787;LUDF;Liste Union pour la democratie francaise;CAVADA;3689;LDD;Liste Divers droite;LECONTE;1016;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;407;LFN;Liste Front National;MARTINEZ;1728;LXD;Liste Extreme droite;SOUVILLE;81;;;;;;;;
33;GIRONDE;4;4eme circonscription;77876;46467;31409;992;30417;LXG;Liste Extreme gauche;KRIVINE;948;LXG;Liste Extreme gauche;CHEVALIER;349;LPC;Liste du Parti communiste;POLO;2251;LPS;Liste du Parti socialiste;ARIF;11329;LVE;Liste des Verts;ONESTA;2524;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;103;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;954;LDV;Liste Divers;BOYER;2;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;LANGHI;48;LDV;Liste Divers;ROY;255;LDV;Liste Divers;SORDES;2;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;SALADIN;5;LDV;Liste Divers;CISSE;96;LDV;Liste Divers;GARRIGUES;522;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;3579;LUDF;Liste Union pour la democratie francaise;CAVADA;3082;LDD;Liste Divers droite;LECONTE;1094;LDD;Liste Divers droite;SCHEIWILLER;1;LDD;Liste Divers droite;ABITBOL;417;LFN;Liste Front National;MARTINEZ;2742;LXD;Liste Extreme droite;SOUVILLE;114;;;;;;;;
33;GIRONDE;5;5eme circonscription;87900;50978;36922;1291;35631;LXG;Liste Extreme gauche;KRIVINE;887;LXG;Liste Extreme gauche;CHEVALIER;332;LPC;Liste du Parti communiste;POLO;1759;LPS;Liste du Parti socialiste;ARIF;10557;LVE;Liste des Verts;ONESTA;2610;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;149;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;2953;LDV;Liste Divers;BOYER;8;LDV;Liste Divers;GARRIGUES;555;LDV;Liste Divers;CISSE;16;LDV;Liste Divers;SALADIN;2;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;1;LDV;Liste Divers;ROY;392;LDV;Liste Divers;LANGHI;64;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5087;LUDF;Liste Union pour la democratie francaise;CAVADA;4457;LDD;Liste Divers droite;LECONTE;1510;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;722;LFN;Liste Front National;MARTINEZ;3451;LXD;Liste Extreme droite;SOUVILLE;119;;;;;;;;
33;GIRONDE;6;6eme circonscription;81974;45041;36933;971;35962;LXG;Liste Extreme gauche;KRIVINE;919;LXG;Liste Extreme gauche;CHEVALIER;254;LPC;Liste du Parti communiste;POLO;1554;LPS;Liste du Parti socialiste;ARIF;12502;LVE;Liste des Verts;ONESTA;3658;LRG;Liste regionaliste;LACO;0;LRG;Liste regionaliste;LACOUR;81;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;883;LDV;Liste Divers;BOYER;3;LDV;Liste Divers;GARRIGUES;478;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;LANGHI;45;LDV;Liste Divers;ROY;284;LDV;Liste Divers;MANSOURI;1;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;SALADIN;7;LDV;Liste Divers;CISSE;38;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5687;LUDF;Liste Union pour la democratie francaise;CAVADA;5284;LDD;Liste Divers droite;LECONTE;1410;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;521;LFN;Liste Front National;MARTINEZ;2267;LXD;Liste Extreme droite;SOUVILLE;86;;;;;;;;
33;GIRONDE;7;7eme circonscription;90790;48322;42468;1148;41320;LXG;Liste Extreme gauche;KRIVINE;1163;LXG;Liste Extreme gauche;CHEVALIER;336;LPC;Liste du Parti communiste;POLO;2318;LPS;Liste du Parti socialiste;ARIF;14490;LVE;Liste des Verts;ONESTA;4413;LRG;Liste regionaliste;LACO;1;LRG;Liste regionaliste;LACOUR;101;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;901;LDV;Liste Divers;BOYER;2;LDV;Liste Divers;MANSOURI;0;LDV;Liste Divers;LANGHI;46;LDV;Liste Divers;ROY;326;LDV;Liste Divers;SORDES;1;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;CISSE;40;LDV;Liste Divers;SALADIN;1;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;GARRIGUES;607;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;6238;LUDF;Liste Union pour la democratie francaise;CAVADA;5675;LDD;Liste Divers droite;LECONTE;1574;LDD;Liste Divers droite;SCHEIWILLER;1;LDD;Liste Divers droite;ABITBOL;557;LFN;Liste Front National;MARTINEZ;2447;LXD;Liste Extreme droite;SOUVILLE;82;;;;;;;;
33;GIRONDE;8;8eme circonscription;109101;60540;48561;1682;46879;LXG;Liste Extreme gauche;KRIVINE;983;LXG;Liste Extreme gauche;CHEVALIER;320;LPC;Liste du Parti communiste;POLO;1982;LPS;Liste du Parti socialiste;ARIF;12739;LVE;Liste des Verts;ONESTA;3183;LRG;Liste regionaliste;LACO;4;LRG;Liste regionaliste;LACOUR;153;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;2717;LDV;Liste Divers;BOYER;4;LDV;Liste Divers;SALADIN;2;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;3;LDV;Liste Divers;LANGHI;71;LDV;Liste Divers;ROY;442;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;GARRIGUES;697;LDV;Liste Divers;CISSE;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;9206;LUDF;Liste Union pour la democratie francaise;CAVADA;6953;LDD;Liste Divers droite;LECONTE;2658;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;1008;LFN;Liste Front National;MARTINEZ;3613;LXD;Liste Extreme droite;SOUVILLE;141;;;;;;;;
33;GIRONDE;9;9eme circonscription;92492;49972;42520;1762;40758;LXG;Liste Extreme gauche;KRIVINE;1096;LXG;Liste Extreme gauche;CHEVALIER;390;LPC;Liste du Parti communiste;POLO;3039;LPS;Liste du Parti socialiste;ARIF;12206;LVE;Liste des Verts;ONESTA;3367;LRG;Liste regionaliste;LACO;1;LRG;Liste regionaliste;LACOUR;177;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;2067;LDV;Liste Divers;BOYER;10;LDV;Liste Divers;LANGHI;71;LDV;Liste Divers;ROY;333;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;SALADIN;5;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;2;LDV;Liste Divers;BARITEL;2;LDV;Liste Divers;GARRIGUES;755;LDV;Liste Divers;CISSE;1;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5944;LUDF;Liste Union pour la democratie francaise;CAVADA;4979;LDD;Liste Divers droite;LECONTE;1856;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;668;LFN;Liste Front National;MARTINEZ;3690;LXD;Liste Extreme droite;SOUVILLE;99;;;;;;;;
33;GIRONDE;10;10eme circonscription;74703;42624;32079;1405;30674;LXG;Liste Extreme gauche;KRIVINE;735;LXG;Liste Extreme gauche;CHEVALIER;279;LPC;Liste du Parti communiste;POLO;1364;LPS;Liste du Parti socialiste;ARIF;9057;LVE;Liste des Verts;ONESTA;2258;LRG;Liste regionaliste;LACO;5;LRG;Liste regionaliste;LACOUR;130;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1322;LDV;Liste Divers;BOYER;3;LDV;Liste Divers;PATRY;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;LANGHI;59;LDV;Liste Divers;ROY;270;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;MANSOURI;1;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;SALADIN;4;LDV;Liste Divers;CISSE;0;LDV;Liste Divers;GARRIGUES;554;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;5029;LUDF;Liste Union pour la democratie francaise;CAVADA;3863;LDD;Liste Divers droite;LECONTE;1701;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;664;LFN;Liste Front National;MARTINEZ;3268;LXD;Liste Extreme droite;SOUVILLE;108;;;;;;;;
33;GIRONDE;11;11eme circonscription;77395;44594;32801;1487;31314;LXG;Liste Extreme gauche;KRIVINE;880;LXG;Liste Extreme gauche;CHEVALIER;392;LPC;Liste du Parti communiste;POLO;1525;LPS;Liste du Parti socialiste;ARIF;9874;LVE;Liste des Verts;ONESTA;1918;LRG;Liste regionaliste;LACO;2;LRG;Liste regionaliste;LACOUR;132;LCP;Liste Chasse-Peche-Nature et Traditions;LAFITTE;1975;LDV;Liste Divers;BOYER;4;LDV;Liste Divers;GARRIGUES;549;LDV;Liste Divers;CISSE;5;LDV;Liste Divers;SALADIN;2;LDV;Liste Divers;JOUBERT;0;LDV;Liste Divers;MANSOURI;4;LDV;Liste Divers;ROY;338;LDV;Liste Divers;LANGHI;64;LDV;Liste Divers;SORDES;0;LDV;Liste Divers;BARITEL;0;LDV;Liste Divers;PATRY;0;LUMP;Liste Union pour un Mouvement Populaire;LAMASSOURE;4055;LUDF;Liste Union pour la democratie francaise;CAVADA;3501;LDD;Liste Divers droite;LECONTE;1583;LDD;Liste Divers droite;SCHEIWILLER;0;LDD;Liste Divers droite;ABITBOL;589;LFN;Liste Front National;MARTINEZ;3799;LXD;Liste Extreme droite;SOUVILLE;123;;;;;;;;
