Code du département;Libellé du département;Code de la circonscription;Libellé de la circonscription;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs et nuls;% BlNuls/Ins;% BlNuls/Vot;Exprimes;% Exp/Ins;% Exp/Vot;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Nuance;Voix;% Voix/Ins;% Voix/Exp
49;MAINE ET LOIRE ;7;7ème circonscription;64152;17937;27.96;46215;72.04;3333;5.2;7.21;42882;66.84;92.79;EXG;1345;2.1;3.14;EXG;4435;6.91;10.34;COM;1857;2.89;4.33;SOC;6407;9.99;14.94;DIV;1767;2.75;4.12;UDF;23645;36.86;55.14;FRN;3426;5.34;7.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;1;1ère circonscription;70414;21174;30.07;49240;69.93;2749;3.9;5.58;46491;66.03;94.42;COM;1455;2.07;3.13;SOC;7061;10.03;15.19;VEC;4532;6.44;9.75;DIV;1176;1.67;2.53;RPR;15833;22.49;34.06;UDF;10650;15.12;22.91;DVD;534;0.76;1.15;FRN;5250;7.46;11.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;2;2ème circonscription;74272;19984;26.91;54288;73.09;3255;4.38;6;51033;68.71;94;COM;1558;2.1;3.05;SOC;6411;8.63;12.56;GEC;3425;4.61;6.71;DIV;1852;2.49;3.63;RPR;32306;43.5;63.3;DVD;649;0.87;1.27;DVD;977;1.32;1.91;FRN;3855;5.19;7.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;3;3ème circonscription;69067;22009;31.87;47058;68.13;2143;3.1;4.55;44915;65.03;95.45;COM;1424;2.06;3.17;SOC;5144;7.45;11.45;VEC;3511;5.08;7.82;DIV;1037;1.5;2.31;DIV;1423;2.06;3.17;RPR;19402;28.09;43.2;DVD;5414;7.84;12.05;DVD;819;1.19;1.82;DVD;1298;1.88;2.89;DVD;421;0.61;0.94;FRN;3833;5.55;8.53;;;;;;;;;;;;;;;;;;;;
50;MANCHE;4;4ème circonscription;64888;21555;33.22;43333;66.78;2206;3.4;5.09;41127;63.38;94.91;COM;1923;2.96;4.68;SOC;6104;9.41;14.84;GEC;3647;5.62;8.87;DIV;1498;2.31;3.64;UDF;21559;33.22;52.42;DVD;1236;1.9;3.01;FRN;5160;7.95;12.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;MANCHE;5;5ème circonscription;68185;22305;32.71;45880;67.29;2342;3.43;5.1;43538;63.85;94.9;EXG;1393;2.04;3.2;COM;2937;4.31;6.75;SOC;9085;13.32;20.87;VEC;4675;6.86;10.74;RPR;4947;7.26;11.36;UDF;12522;18.36;28.76;DVD;3018;4.43;6.93;DVD;1180;1.73;2.71;FRN;3781;5.55;8.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;1;1ère circonscription;54915;19943;36.32;34972;63.68;1252;2.28;3.58;33720;61.4;96.42;COM;2656;4.84;7.88;SOC;4987;9.08;14.79;VEC;2220;4.04;6.58;DIV;1266;2.31;3.75;DIV;884;1.61;2.62;RPR;17218;31.35;51.06;FRN;4243;7.73;12.58;EXD;246;0.45;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;2;2ème circonscription;61072;20524;33.61;40548;66.39;1826;2.99;4.5;38722;63.4;95.5;EXG;1121;1.84;2.89;COM;2257;3.7;5.83;SOC;7702;12.61;19.89;VEC;2705;4.43;6.99;DIV;416;0.68;1.07;DIV;1084;1.77;2.8;RPR;11000;18.01;28.41;UDF;6328;10.36;16.34;FRN;5136;8.41;13.26;EXD;232;0.38;0.6;EXD;741;1.21;1.91;;;;;;;;;;;;;;;;;;;;
51;MARNE;3;3ème circonscription;58355;20249;34.7;38106;65.3;1947;3.34;5.11;36159;61.96;94.89;COM;3087;5.29;8.54;SOC;4922;8.43;13.61;GEC;2668;4.57;7.38;DIV;1113;1.91;3.08;DIV;1530;2.62;4.23;RPR;16598;28.44;45.9;FRN;5819;9.97;16.09;EXD;422;0.72;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;4;4ème circonscription;57912;20390;35.21;37522;64.79;1712;2.96;4.56;35810;61.84;95.44;EXG;345;0.6;0.96;COM;4872;8.41;13.61;SOC;3608;6.23;10.08;GEC;2448;4.23;6.84;DIV;660;1.14;1.84;DIV;999;1.73;2.79;RPR;14777;25.52;41.27;DVD;3425;5.91;9.56;FRN;4318;7.46;12.06;EXD;358;0.62;1;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;5;5ème circonscription;61172;17754;29.02;43418;70.98;2086;3.41;4.8;41332;67.57;95.2;COM;1646;2.69;3.98;SOC;12004;19.62;29.04;GEC;1747;2.86;4.23;DIV;1042;1.7;2.52;UDF;17792;29.09;43.05;FRN;5829;9.53;14.1;EXD;441;0.72;1.07;EXD;831;1.36;2.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;MARNE;6;6ème circonscription;66223;22626;34.17;43597;65.83;2216;3.35;5.08;41381;62.49;94.92;COM;4602;6.95;11.12;SOC;4430;6.69;10.71;VEC;2614;3.95;6.32;DIV;1782;2.69;4.31;DIV;1193;1.8;2.88;UDF;13548;20.46;32.74;DVD;6674;10.08;16.13;FRN;6236;9.42;15.07;EXD;302;0.46;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;HAUTE MARNE;1;1ère circonscription;78258;25317;32.35;52941;67.65;3393;4.34;6.41;49548;63.31;93.59;EXG;1069;1.37;2.16;COM;2175;2.78;4.39;SOC;8977;11.47;18.12;GEC;2760;3.53;5.57;DIV;1615;2.06;3.26;DIV;542;0.69;1.09;UDF;16977;21.69;34.26;DVD;6325;8.08;12.77;DVD;3913;5;7.9;FRN;5195;6.64;10.48;;;;;;;;;;;;;;;;;;;;;;;;
52;HAUTE MARNE;2;2ème circonscription;67707;22710;33.54;44997;66.46;2850;4.21;6.33;42147;62.25;93.67;COM;5777;8.53;13.71;SOC;5819;8.59;13.81;VEC;2469;3.65;5.86;DIV;1699;2.51;4.03;RPR;10051;14.84;23.85;UDF;9512;14.05;22.57;FRN;6820;10.07;16.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;MAYENNE;1;1ère circonscription;73913;20800;28.14;53113;71.86;3616;4.89;6.81;49497;66.97;93.19;EXG;1415;1.91;2.86;COM;1969;2.66;3.98;SOC;8248;11.16;16.66;VEC;4420;5.98;8.93;DIV;1890;2.56;3.82;UDF;27838;37.66;56.24;FRN;3717;5.03;7.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;MAYENNE;2;2ème circonscription;61095;16424;26.88;44671;73.12;4506;7.38;10.09;40165;65.74;89.91;COM;998;1.63;2.48;SOC;2921;4.78;7.27;VEC;3647;5.97;9.08;DIV;1363;2.23;3.39;RPR;26387;43.19;65.7;FRN;3243;5.31;8.07;EXD;1606;2.63;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;MAYENNE;3;3ème circonscription;68048;18141;26.66;49907;73.34;4343;6.38;8.7;45564;66.96;91.3;COM;1554;2.28;3.41;SOC;4468;6.57;9.81;GEC;4246;6.24;9.32;DIV;1999;2.94;4.39;UDF;21468;31.55;47.12;DVD;7207;10.59;15.82;DVD;775;1.14;1.7;FRN;3847;5.65;8.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;1;1ère circonscription;45122;17115;37.93;28007;62.07;1297;2.87;4.63;26710;59.2;95.37;EXG;550;1.22;2.06;EXG;839;1.86;3.14;COM;867;1.92;3.25;SOC;4100;9.09;15.35;GEC;2287;5.07;8.56;DIV;931;2.06;3.49;DIV;1250;2.77;4.68;UDF;12260;27.17;45.9;FRN;3626;8.04;13.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;2;2ème circonscription;75065;26821;35.73;48244;64.27;2522;3.36;5.23;45722;60.91;94.77;EXG;870;1.16;1.9;EXG;340;0.45;0.74;COM;2559;3.41;5.6;SOC;7770;10.35;16.99;VEC;2915;3.88;6.38;DIV;2628;3.5;5.75;DIV;1803;2.4;3.94;DIV;1017;1.35;2.22;RPR;18629;24.82;40.74;DVD;1063;1.42;2.32;FRN;5963;7.94;13.04;EXD;165;0.22;0.36;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;3;3ème circonscription;41966;15849;37.77;26117;62.23;1317;3.14;5.04;24800;59.1;94.96;EXG;618;1.47;2.49;COM;2143;5.11;8.64;SOC;4776;11.38;19.26;GEC;2093;4.99;8.44;DIV;1367;3.26;5.51;DIV;908;2.16;3.66;DIV;64;0.15;0.26;UDF;9583;22.84;38.64;FRN;3248;7.74;13.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;4;4ème circonscription;75192;25306;33.66;49886;66.34;3033;4.03;6.08;46853;62.31;93.92;EXG;1219;1.62;2.6;COM;3724;4.95;7.95;SOC;9361;12.45;19.98;VEC;2117;2.82;4.52;DIV;2817;3.75;6.01;DIV;1782;2.37;3.8;RPR;14489;19.27;30.92;DVD;4545;6.04;9.7;FRN;6799;9.04;14.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;5;5ème circonscription;66314;21066;31.77;45248;68.23;2411;3.64;5.33;42837;64.6;94.67;COM;1605;2.42;3.75;SOC;11089;16.72;25.89;GEC;2133;3.22;4.98;DIV;842;1.27;1.97;DIV;2433;3.67;5.68;DIV;1141;1.72;2.66;RPR;8409;12.68;19.63;UDF;9050;13.65;21.13;DVD;536;0.81;1.25;FRN;5599;8.44;13.07;;;;;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;6;6ème circonscription;73601;26323;35.76;47278;64.24;3305;4.49;6.99;43973;59.75;93.01;EXG;985;1.34;2.24;EXG;2687;3.65;6.11;COM;4219;5.73;9.59;SOC;9768;13.27;22.21;VEC;2178;2.96;4.95;DIV;2325;3.16;5.29;DIV;1528;2.08;3.47;UDF;11643;15.82;26.48;DVD;594;0.81;1.35;DVD;2449;3.33;5.57;FRN;5597;7.6;12.73;;;;;;;;;;;;;;;;;;;;
54;MEURTHE ET MOSELLE;7;7ème circonscription;69658;27092;38.89;42566;61.11;2550;3.66;5.99;40016;57.45;94.01;COM;7988;11.47;19.96;SOC;8061;11.57;20.14;MAJ;1688;2.42;4.22;VEC;1789;2.57;4.47;DIV;1566;2.25;3.91;DIV;1705;2.45;4.26;UDF;9387;13.48;23.46;DVD;2137;3.07;5.34;DVD;347;0.5;0.87;FRN;5348;7.68;13.36;;;;;;;;;;;;;;;;;;;;;;;;
55;MEUSE;1;1ère circonscription;78587;23307;29.66;55280;70.34;3058;3.89;5.53;52222;66.45;94.47;COM;2085;2.65;3.99;SOC;9524;12.12;18.24;VEC;3221;4.1;6.17;DIV;2827;3.6;5.41;DIV;1461;1.86;2.8;DIV;604;0.77;1.16;UDF;26613;33.86;50.96;FRN;5887;7.49;11.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;MEUSE;2;2ème circonscription;61653;20394;33.08;41259;66.92;2594;4.21;6.29;38665;62.71;93.71;COM;2478;4.02;6.41;SOC;7432;12.05;19.22;MAJ;1268;2.06;3.28;GEC;2167;3.51;5.6;DIV;1798;2.92;4.65;DIV;1132;1.84;2.93;RPR;8560;13.88;22.14;DVD;1134;1.84;2.93;DVD;6178;10.02;15.98;DVD;2499;4.05;6.46;FRN;4019;6.52;10.39;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;1;1ère circonscription;77927;21361;27.41;56566;72.59;2842;3.65;5.02;53724;68.94;94.98;COM;1976;2.54;3.68;SOC;9183;11.78;17.09;VEC;6052;7.77;11.26;DIV;1391;1.79;2.59;UDF;26817;34.41;49.92;DVD;1975;2.53;3.68;FRN;6330;8.12;11.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;2;2ème circonscription;74773;22383;29.93;52390;70.07;3473;4.64;6.63;48917;65.42;93.37;COM;3399;4.55;6.95;SOC;6389;8.54;13.06;GEC;4664;6.24;9.53;DIV;1676;2.24;3.43;UDF;25819;34.53;52.78;FRN;6970;9.32;14.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;3;3ème circonscription;71733;18146;25.3;53587;74.7;3189;4.45;5.95;50398;70.26;94.05;COM;3287;4.58;6.52;SOC;8034;11.2;15.94;GEC;3507;4.89;6.96;DIV;523;0.73;1.04;DIV;1476;2.06;2.93;RPR;29308;40.86;58.15;FRN;4263;5.94;8.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;4;4ème circonscription;77783;21046;27.06;56737;72.94;2684;3.45;4.73;54053;69.49;95.27;COM;1963;2.52;3.63;SOC;7847;10.09;14.52;REG;4020;5.17;7.44;DIV;1414;1.82;2.62;UDF;34413;44.24;63.67;FRN;4396;5.65;8.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;5;5ème circonscription;79777;26364;33.05;53413;66.95;2378;2.98;4.45;51035;63.97;95.55;EXG;776;0.97;1.52;EXG;317;0.4;0.62;COM;8359;10.48;16.38;SOC;10385;13.02;20.35;MAJ;1334;1.67;2.61;GEC;4156;5.21;8.14;DIV;1300;1.63;2.55;DVD;790;0.99;1.55;DVD;875;1.1;1.71;DVD;711;0.89;1.39;FRN;5084;6.37;9.96;;;;;;;;;;;;;;;;;;;;
56;MORBIHAN;6;6ème circonscription;80097;20653;25.78;59444;74.22;3010;3.76;5.06;56434;70.46;94.94;COM;6318;7.89;11.2;SOC;9332;11.65;16.54;VEC;3920;4.89;6.95;REG;47;0.06;0.08;DIV;1393;1.74;2.47;RPR;12529;15.64;22.2;UDF;8626;10.77;15.29;DVD;10697;13.36;18.95;FRN;3572;4.46;6.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;1;1ère circonscription;66976;24445;36.5;42531;63.5;2567;3.83;6.04;39964;59.67;93.96;EXG;460;0.69;1.15;EXG;807;1.2;2.02;COM;3704;5.53;9.27;SOC;6732;10.05;16.85;MAJ;3111;4.64;7.78;GEC;2205;3.29;5.52;DIV;354;0.53;0.89;DIV;2037;3.04;5.1;DIV;1541;2.3;3.86;RPR;8980;13.41;22.47;DVD;274;0.41;0.69;DVD;590;0.88;1.48;DVD;3100;4.63;7.76;FRN;6069;9.06;15.19;EXD;0;0;0;;;;
57;MOSELLE;2;2ème circonscription;68127;25023;36.73;43104;63.27;2521;3.7;5.85;40583;59.57;94.15;COM;1339;1.97;3.3;SOC;7133;10.47;17.58;GEC;4297;6.31;10.59;DIV;949;1.39;2.34;DIV;2339;3.43;5.76;UDF;17637;25.89;43.46;FRN;6889;10.11;16.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;3;3ème circonscription;65313;23971;36.7;41342;63.3;2144;3.28;5.19;39198;60.02;94.81;COM;1131;1.73;2.89;SOC;4675;7.16;11.93;MAJ;5981;9.16;15.26;MAJ;488;0.75;1.24;MAJ;306;0.47;0.78;VEC;3431;5.25;8.75;DIV;1523;2.33;3.89;DIV;755;1.16;1.93;RPR;14071;21.54;35.9;DVD;386;0.59;0.98;DVD;132;0.2;0.34;DVD;676;1.04;1.72;FRN;5643;8.64;14.4;;;;;;;;;;;;
57;MOSELLE;4;4ème circonscription;66204;18997;28.69;47207;71.31;2375;3.59;5.03;44832;67.72;94.97;COM;663;1;1.48;SOC;2101;3.17;4.69;MAJ;15815;23.89;35.28;VEC;2335;3.53;5.21;DIV;1844;2.79;4.11;DIV;1523;2.3;3.4;RPR;14646;22.12;32.67;FRN;5905;8.92;13.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;5;5ème circonscription;71818;24824;34.57;46994;65.43;3119;4.34;6.64;43875;61.09;93.36;COM;1092;1.52;2.49;SOC;4810;6.7;10.96;VEC;2768;3.85;6.31;DIV;1957;2.72;4.46;DIV;2108;2.94;4.8;UDF;14384;20.03;32.78;DVD;416;0.58;0.95;DVD;10616;14.78;24.2;FRN;5724;7.97;13.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;6;6ème circonscription;70865;29628;41.81;41237;58.19;2332;3.29;5.66;38905;54.9;94.34;EXG;458;0.65;1.18;EXG;369;0.52;0.95;COM;1234;1.74;3.17;SOC;5919;8.35;15.21;GEC;3605;5.09;9.27;DIV;1319;1.86;3.39;DIV;1753;2.47;4.51;RPR;8067;11.38;20.74;UDF;9048;12.77;23.26;FRN;5726;8.08;14.72;EXD;114;0.16;0.29;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;7;7ème circonscription;73435;26705;36.37;46730;63.63;3514;4.79;7.52;43216;58.85;92.48;COM;1351;1.84;3.13;SOC;4851;6.61;11.23;VEC;4123;5.61;9.54;DIV;2556;3.48;5.91;DIV;2316;3.15;5.36;DIV;500;0.68;1.16;RPR;19374;26.38;44.83;FRN;8145;11.09;18.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;8;8ème circonscription;68935;24388;35.38;44547;64.62;3079;4.47;6.91;41468;60.16;93.09;EXG;1257;1.82;3.03;COM;2223;3.22;5.36;SOC;7176;10.41;17.3;VEC;2140;3.1;5.16;DIV;2355;3.42;5.68;DIV;1432;2.08;3.45;DIV;1380;2;3.33;DVD;17564;25.48;42.36;FRN;5941;8.62;14.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;9;9ème circonscription;66087;25992;39.33;40095;60.67;2723;4.12;6.79;37372;56.55;93.21;COM;2627;3.98;7.03;SOC;5049;7.64;13.51;GEC;3367;5.09;9.01;DIV;2258;3.42;6.04;DIV;1768;2.68;4.73;RPR;15796;23.9;42.27;DVD;1056;1.6;2.83;FRN;5451;8.25;14.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;MOSELLE;10;10ème circonscription;67763;26447;39.03;41316;60.97;2509;3.7;6.07;38807;57.27;93.93;EXG;1500;2.21;3.87;COM;6200;9.15;15.98;SOC;7149;10.55;18.42;GEC;2000;2.95;5.15;DIV;2263;3.34;5.83;DIV;2267;3.35;5.84;DVD;11592;17.11;29.87;FRN;5836;8.61;15.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;NIEVRE;1;1ère circonscription;56959;17620;30.93;39339;69.07;2195;3.85;5.58;37144;65.21;94.42;EXG;944;1.66;2.54;COM;3713;6.52;10;SOC;12755;22.39;34.34;GEC;1949;3.42;5.25;DIV;1276;2.24;3.44;DIV;571;1;1.54;DIV;212;0.37;0.57;RPR;12739;22.37;34.3;FRN;2985;5.24;8.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;NIEVRE;2;2ème circonscription;59617;18639;31.26;40978;68.74;2721;4.56;6.64;38257;64.17;93.36;COM;7570;12.7;19.79;SOC;8070;13.54;21.09;VEC;2500;4.19;6.53;DIV;1822;3.06;4.76;UDF;12434;20.86;32.5;DVD;1135;1.9;2.97;FRN;4726;7.93;12.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;NIEVRE;3;3ème circonscription;58275;17972;30.84;40303;69.16;2459;4.22;6.1;37844;64.94;93.9;COM;3995;6.86;10.56;SOC;12169;20.88;32.16;VEC;1860;3.19;4.91;DIV;399;0.68;1.05;DIV;1032;1.77;2.73;DIV;808;1.39;2.14;RPR;14310;24.56;37.81;FRN;3271;5.61;8.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;1;1ère circonscription;56343;21372;37.93;34971;62.07;1390;2.47;3.97;33581;59.6;96.03;EXG;703;1.25;2.09;EXG;361;0.64;1.08;COM;1929;3.42;5.74;SOC;9549;16.95;28.44;MAJ;452;0.8;1.35;GEC;2743;4.87;8.17;DIV;925;1.64;2.75;DIV;218;0.39;0.65;DIV;76;0.13;0.23;RPR;11261;19.99;33.53;FRN;5199;9.23;15.48;EXD;165;0.29;0.49;;;;;;;;;;;;;;;;
59;NORD;2;2ème circonscription;69321;23792;34.32;45529;65.68;2355;3.4;5.17;43174;62.28;94.83;EXG;1196;1.73;2.77;EXG;387;0.56;0.9;COM;3604;5.2;8.35;SOC;11327;16.34;26.24;VEC;4570;6.59;10.59;DIV;2080;3;4.82;DIV;248;0.36;0.57;UDF;12871;18.57;29.81;FRN;6891;9.94;15.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;3;3ème circonscription;56412;20963;37.16;35449;62.84;1579;2.8;4.45;33870;60.04;95.55;EXG;629;1.12;1.86;COM;2195;3.89;6.48;SOC;5724;10.15;16.9;VEC;3704;6.57;10.94;DIV;1413;2.5;4.17;DIV;132;0.23;0.39;RPR;14217;25.2;41.98;DVD;440;0.78;1.3;FRN;5416;9.6;15.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;4;4ème circonscription;65019;20173;31.03;44846;68.97;2280;3.51;5.08;42566;65.47;94.92;EXG;848;1.3;1.99;EXG;566;0.87;1.33;COM;3111;4.78;7.31;SOC;5867;9.02;13.78;GEC;3603;5.54;8.46;DIV;1497;2.3;3.52;DIV;187;0.29;0.44;UDF;20086;30.89;47.19;FRN;6801;10.46;15.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;5;5ème circonscription;79278;23513;29.66;55765;70.34;3056;3.85;5.48;52709;66.49;94.52;EXG;1512;1.91;2.87;COM;6992;8.82;13.27;SOC;11332;14.29;21.5;VEC;4236;5.34;8.04;DIV;2386;3.01;4.53;DIV;303;0.38;0.57;RPR;9583;12.09;18.18;UDF;8040;10.14;15.25;FRN;8325;10.5;15.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;6;6ème circonscription;68483;17136;25.02;51347;74.98;2748;4.01;5.35;48599;70.97;94.65;COM;4593;6.71;9.45;SOC;8589;12.54;17.67;GEC;4331;6.32;8.91;DIV;2255;3.29;4.64;DIV;1704;2.49;3.51;RPR;11336;16.55;23.33;DVD;9570;13.97;19.69;FRN;6221;9.08;12.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;7;7ème circonscription;66562;22286;33.48;44276;66.52;2213;3.32;5;42063;63.19;95;EXG;1080;1.62;2.57;EXG;248;0.37;0.59;COM;2337;3.51;5.56;SOC;8995;13.51;21.38;MAJ;298;0.45;0.71;GEC;3067;4.61;7.29;DIV;99;0.15;0.24;DIV;1813;2.72;4.31;RPR;13299;19.98;31.62;DVD;1286;1.93;3.06;FRN;9285;13.95;22.07;EXD;256;0.38;0.61;;;;;;;;;;;;;;;;
59;NORD;8;8ème circonscription;65795;23843;36.24;41952;63.76;1731;2.63;4.13;40221;61.13;95.87;EXG;1136;1.73;2.82;COM;2336;3.55;5.81;SOC;5761;8.76;14.32;VEC;2702;4.11;6.72;DIV;1860;2.83;4.62;DIV;267;0.41;0.66;UDF;16421;24.96;40.83;DVD;995;1.51;2.47;FRN;8743;13.29;21.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;9;9ème circonscription;63081;20262;32.12;42819;67.88;1636;2.59;3.82;41183;65.29;96.18;COM;2304;3.65;5.59;RDG;4454;7.06;10.82;GEC;3307;5.24;8.03;DIV;1426;2.26;3.46;DIV;336;0.53;0.82;RPR;22019;34.91;53.47;FRN;7337;11.63;17.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;10;10ème circonscription;69367;21589;31.12;47778;68.88;2061;2.97;4.31;45717;65.91;95.69;COM;2721;3.92;5.95;SOC;10733;15.47;23.48;VEC;2917;4.21;6.38;DIV;1940;2.8;4.24;DIV;2;0;0;RPR;14670;21.15;32.09;FRN;12343;17.79;27;EXD;391;0.56;0.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;11;11ème circonscription;78985;21706;27.48;57279;72.52;3299;4.18;5.76;53980;68.34;94.24;EXG;1223;1.55;2.27;COM;4844;6.13;8.97;SOC;14358;18.18;26.6;VEC;4022;5.09;7.45;DIV;2419;3.06;4.48;RPR;8715;11.03;16.14;UDF;10207;12.92;18.91;FRN;8192;10.37;15.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;12;12ème circonscription;66652;18063;27.1;48589;72.9;2971;4.46;6.11;45618;68.44;93.89;EXG;893;1.34;1.96;EXG;660;0.99;1.45;COM;2553;3.83;5.6;SOC;8519;12.78;18.67;MAJ;5948;8.92;13.04;MAJ;383;0.57;0.84;MAJ;7203;10.81;15.79;VEC;3454;5.18;7.57;DIV;2012;3.02;4.41;RPR;7089;10.64;15.54;DVD;163;0.24;0.36;FRN;6266;9.4;13.74;EXD;475;0.71;1.04;;;;;;;;;;;;
59;NORD;13;13ème circonscription;63143;18419;29.17;44724;70.83;2339;3.7;5.23;42385;67.13;94.77;EXG;583;0.92;1.38;COM;2141;3.39;5.05;SOC;9952;15.76;23.48;GEC;3101;4.91;7.32;DIV;1711;2.71;4.04;RPR;13217;20.93;31.18;DVD;6961;11.02;16.42;FRN;4719;7.47;11.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;14;14ème circonscription;65366;14847;22.71;50519;77.29;3422;5.24;6.77;47097;72.05;93.23;EXG;1567;2.4;3.33;COM;2106;3.22;4.47;SOC;8429;12.9;17.9;MAJ;584;0.89;1.24;VEC;3393;5.19;7.2;DIV;1644;2.52;3.49;UDF;5136;7.86;10.91;DVD;16457;25.18;34.94;DVD;3088;4.72;6.56;FRN;4693;7.18;9.96;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;15;15ème circonscription;65386;15375;23.51;50011;76.49;3340;5.11;6.68;46671;71.38;93.32;EXG;478;0.73;1.02;COM;3089;4.72;6.62;SOC;10712;16.38;22.95;GEC;3196;4.89;6.85;DIV;2257;3.45;4.84;RPR;11712;17.91;25.09;UDF;9189;14.05;19.69;DVD;1137;1.74;2.44;FRN;4901;7.5;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;NORD;16;16ème circonscription;76575;22074;28.83;54501;71.17;3246;4.24;5.96;51255;66.93;94.04;EXG;1161;1.52;2.27;COM;19088;24.93;37.24;SOC;7691;10.04;15.01;VEC;2441;3.19;4.76;DIV;2517;3.29;4.91;DVD;2389;3.12;4.66;DVD;8993;11.74;17.55;FRN;6975;9.11;13.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
